Title,ISSN,BUS,HUM,LAW,MED,NSEG,SSDG
Journal of Chiropractic Humanities,15563499,NA,1,NA,1,NA,NA
Journal of Chiropractic Medicine,15563707,NA,NA,NA,1,NA,NA
Journal of Choice Modelling,17555345,1,NA,NA,NA,1,1
Journal of Chromatography A,00219673,NA,NA,NA,NA,1,NA
Journal of Chromatography B,15700232,NA,NA,NA,NA,1,NA
Journal of Cleaner Production,09596526,NA,NA,NA,NA,1,NA
Journal of Clinical & Translational Endocrinology,22146237,NA,NA,NA,1,1,NA
Journal of Clinical and Experimental Hepatology,09736883,NA,NA,NA,1,NA,NA
Journal of Clinical and Translational Endocrinology: Case Reports,22146245,NA,NA,NA,1,1,NA
Journal of Clinical Anesthesia,09528180,NA,NA,NA,1,NA,NA
Journal of Clinical Densitometry,10946950,NA,NA,NA,1,NA,NA
Journal of Clinical Epidemiology,08954356,NA,NA,NA,1,NA,1
Journal of Clinical Lipidology,19332874,NA,NA,NA,1,NA,NA
Journal of Clinical Neuroscience,09675868,NA,NA,NA,1,NA,NA
Journal of Clinical Orthopaedics and Trauma,09765662,NA,NA,NA,1,NA,NA
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,24055794,NA,NA,NA,1,1,NA
Journal of Clinical Virology,13866532,NA,NA,NA,1,1,NA
Journal of Co-operative Organization and Management,2213297X,1,NA,NA,NA,NA,NA
Journal of CO2 Utilization,22129820,NA,NA,NA,NA,1,NA
Journal of Colloid and Interface Science,00219797,NA,NA,NA,NA,1,NA
Journal of Coloproctology,22379363,NA,NA,NA,1,NA,NA
"Journal of Combinatorial Theory, Series A",00973165,NA,NA,NA,NA,1,NA
"Journal of Combinatorial Theory, Series B",00958956,NA,NA,NA,NA,1,NA
Journal of Commodity Markets,24058513,1,NA,NA,NA,1,NA
Journal of Communication Disorders,00219924,NA,1,NA,1,1,1
Journal of Comparative Economics,01475967,NA,NA,NA,NA,NA,1
Journal of Comparative Pathology,00219975,NA,NA,NA,1,1,NA
Journal of Complexity,0885064X,NA,NA,NA,NA,1,NA
Journal of Computational and Applied Mathematics,03770427,NA,NA,NA,NA,1,NA
Journal of Computational Design and Engineering,22884300,NA,NA,NA,NA,1,NA
Journal of Computational Physics,00219991,NA,NA,NA,NA,1,NA
Journal of Computational Physics: X,25900552,NA,NA,NA,NA,1,NA
Journal of Computational Science,18777503,NA,NA,NA,NA,1,NA
Journal of Computer and System Sciences,00220000,NA,NA,NA,NA,1,NA
Journal of Computer Languages,25901184,NA,NA,NA,NA,1,NA
Journal of Constructional Steel Research,0143974X,NA,NA,NA,NA,1,NA
Journal of Contaminant Hydrology,01697722,NA,NA,NA,NA,1,NA
Journal of Contemporary Accounting & Economics,18155669,1,NA,NA,NA,NA,1
Journal of Contextual Behavioral Science,22121447,NA,NA,NA,1,1,NA
Journal of Controlled Release,01683659,NA,NA,NA,1,1,NA
Journal of Corporate Finance,09291199,1,NA,NA,NA,NA,1
Journal of Cranio-Maxillofacial Surgery,10105182,NA,NA,NA,1,NA,NA
Journal of Criminal Justice,00472352,NA,NA,1,NA,1,1
Journal of Critical Care,08839441,NA,NA,NA,1,NA,NA
Journal of Crystal Growth,00220248,NA,NA,NA,NA,1,NA
Journal of Cultural Heritage,12962074,NA,NA,NA,NA,1,1
Journal of Current Ophthalmology,24522325,NA,NA,NA,1,NA,NA
Journal of Cystic Fibrosis,15691993,NA,NA,NA,1,NA,NA
Journal of Dairy Science,00220302,NA,NA,NA,1,1,NA
Journal of Dental Sciences,19917902,NA,NA,NA,1,NA,NA
Journal of Dentistry,03005712,NA,NA,NA,1,NA,NA
Journal of Dermatological Science,09231811,NA,NA,NA,1,NA,NA
Journal of Destination Marketing & Management,2212571X,1,NA,NA,NA,NA,1
Journal of Development Economics,03043878,NA,NA,NA,NA,NA,1
Journal of Diabetes and its Complications,10568727,NA,NA,NA,1,1,NA
Journal of Differential Equations,00220396,NA,NA,NA,NA,1,NA
Journal of Drug Delivery Science and Technology,17732247,NA,NA,NA,1,NA,NA
Journal of Econometrics,03044076,1,NA,NA,NA,1,1
Journal of Economic Behavior & Organization,01672681,1,NA,NA,NA,1,1
Journal of Economic Dynamics and Control,01651889,NA,NA,NA,NA,1,1
Journal of Economic Psychology,01674870,1,NA,NA,NA,1,1
Journal of Economic Theory,00220531,NA,NA,NA,NA,NA,1
Journal of Economics and Business,01486195,1,NA,NA,NA,NA,1
Journal of Electroanalytical Chemistry,15726657,NA,NA,NA,NA,1,NA
Journal of Electrocardiology,00220736,NA,NA,NA,1,NA,NA
Journal of Electromyography and Kinesiology,10506411,NA,NA,NA,1,NA,NA
Journal of Electron Spectroscopy and Related Phenomena,03682048,NA,NA,NA,NA,1,NA
Journal of Electrostatics,03043886,NA,NA,NA,NA,1,NA
Journal of Emergency Nursing,00991767,NA,NA,NA,1,NA,NA
Journal of Empirical Finance,09275398,1,NA,NA,NA,NA,1
Journal of Endodontics,00992399,NA,NA,NA,1,NA,NA
Journal of Energy Chemistry,20954956,NA,NA,NA,NA,1,NA
Journal of Energy Storage,2352152X,NA,NA,NA,NA,1,NA
Journal of Engineering and Technology Management,09234748,1,NA,NA,NA,1,NA
Journal of English for Academic Purposes,14751585,NA,1,NA,NA,NA,1
Journal of Environmental Chemical Engineering,22133437,NA,NA,NA,NA,1,NA
Journal of Environmental Economics and Management,00950696,NA,NA,NA,NA,NA,1
Journal of Environmental Management,03014797,NA,NA,NA,NA,1,1
Journal of Environmental Psychology,02724944,NA,NA,NA,NA,1,1
Journal of Environmental Radioactivity,0265931X,NA,NA,NA,NA,1,NA
Journal of Environmental Sciences,10010742,NA,NA,NA,NA,1,NA
Journal of Equine Veterinary Science,07370806,NA,NA,NA,1,1,NA
Journal of Ethnopharmacology,03788741,NA,NA,NA,1,NA,NA
Journal of EuCornea,24524034,NA,NA,NA,1,NA,NA
Journal of Evidence Based Dental Practice,15323382,NA,NA,NA,1,NA,NA
Journal of Exercise Science & Fitness,1728869X,NA,NA,NA,1,NA,NA
Journal of Exotic Pet Medicine,15575063,NA,NA,NA,1,1,NA
Journal of Experimental Child Psychology,00220965,NA,NA,NA,NA,1,NA
Journal of Experimental Marine Biology and Ecology,00220981,NA,NA,NA,NA,1,NA
Journal of Experimental Social Psychology,00221031,NA,NA,NA,NA,1,NA
Journal of Family Business Strategy,18778585,1,NA,NA,NA,NA,NA
Journal of Financial Economics,0304405X,1,NA,NA,NA,NA,1
Journal of Financial Intermediation,10429573,1,NA,NA,NA,NA,1
Journal of Financial Markets,13864181,1,NA,NA,NA,NA,1
Journal of Financial Stability,15723089,1,NA,NA,NA,NA,NA
Journal of Fluency Disorders,0094730X,NA,1,NA,1,1,1
Journal of Fluids and Structures,08899746,NA,NA,NA,NA,1,NA
Journal of Fluorine Chemistry,00221139,NA,NA,NA,NA,1,NA
Journal of Food and Drug Analysis,10219498,NA,NA,NA,1,1,NA
Journal of Food Composition and Analysis,08891575,NA,NA,NA,NA,1,NA
Journal of Food Engineering,02608774,NA,NA,NA,NA,1,NA
Journal of Forensic and Legal Medicine,1752928X,NA,NA,1,1,1,NA
Journal of Forensic Radiology and Imaging,22124780,NA,NA,NA,1,NA,NA
Journal of Fuel Chemistry and Technology,18725813,NA,NA,NA,NA,1,NA
Journal of Functional Analysis,00221236,NA,NA,NA,NA,1,NA
Journal of Functional Foods,17564646,NA,NA,NA,NA,1,NA
Journal of Genetics and Genomics,16738527,NA,NA,NA,NA,1,NA
Journal of Geochemical Exploration,03756742,NA,NA,NA,NA,1,NA
Journal of Geodynamics,02643707,NA,NA,NA,NA,1,NA
Journal of Geometry and Physics,03930440,NA,NA,NA,NA,1,NA
Journal of Geriatric Oncology,18794068,NA,NA,NA,1,1,NA
Journal of Ginseng Research,12268453,NA,NA,NA,1,NA,NA
Journal of Global Antimicrobial Resistance,22137165,NA,NA,NA,1,1,NA
Journal of Great Lakes Research,03801330,NA,NA,NA,NA,1,NA
Journal of Gynecology Obstetrics and Human Reproduction,24687847,NA,NA,NA,1,NA,NA
Journal of Hand Surgery Global Online,25895141,NA,NA,NA,1,NA,NA
Journal of Hand Therapy,08941130,NA,NA,NA,1,NA,NA
Journal of Hazardous Materials,03043894,NA,NA,NA,NA,1,NA
Journal of Health Economics,01676296,NA,NA,NA,1,NA,1
Journal of Healthcare Quality Research,26036479,NA,NA,NA,1,NA,1
Journal of Hepatology,01688278,NA,NA,NA,1,NA,NA
Journal of Herbal Medicine,22108033,NA,NA,NA,1,NA,NA
Journal of High Energy Astrophysics,22144048,NA,NA,NA,NA,1,NA
Journal of Historical Geography,03057488,NA,1,NA,NA,NA,1
Journal of Hospital Infection,01956701,NA,NA,NA,1,1,NA
Journal of Hospitality and Tourism Management,14476770,1,NA,NA,NA,NA,NA
"Journal of Hospitality, Leisure, Sport & Tourism Education",14738376,1,NA,NA,NA,NA,NA
Journal of Housing Economics,10511377,NA,NA,NA,NA,NA,1
Journal of Human Evolution,00472484,NA,NA,NA,NA,1,NA
Journal of Hydro-environment Research,15706443,NA,NA,NA,NA,1,NA
Journal of Hydrology,00221694,NA,NA,NA,NA,1,NA
Journal of Hydrology X,25899155,NA,NA,NA,NA,1,NA
Journal of Hydrology: Regional Studies,22145818,NA,NA,NA,NA,1,NA
Journal of Immunological Methods,00221759,NA,NA,NA,1,1,NA
Journal of Immunology and Regenerative Medicine,24684988,NA,NA,NA,1,1,NA
Journal of Industrial and Engineering Chemistry,1226086X,NA,NA,NA,NA,1,NA
Journal of Industrial Information Integration,2452414X,1,NA,NA,NA,1,NA
Journal of Infection,01634453,NA,NA,NA,1,1,NA
Journal of Infection and Chemotherapy,1341321X,NA,NA,NA,1,1,NA
Journal of Infection and Public Health,18760341,NA,NA,NA,1,NA,NA
Journal of Information Security and Applications,22142126,NA,NA,NA,NA,1,1
Journal of Informetrics,17511577,NA,NA,NA,NA,1,1
Journal of Innovation & Knowledge,2444569X,1,NA,NA,NA,NA,NA
Journal of Inorganic Biochemistry,01620134,NA,NA,NA,NA,1,NA
Journal of Insect Physiology,00221910,NA,NA,NA,NA,1,NA
Journal of Integrative Agriculture,20953119,NA,NA,NA,NA,1,NA
Journal of Integrative Medicine,20954964,NA,NA,NA,1,NA,NA
Journal of Interactive Marketing,10949968,1,NA,NA,NA,1,NA
"Journal of International Accounting, Auditing and Taxation",10619518,1,NA,NA,NA,NA,NA
Journal of International Economics,00221996,1,NA,NA,NA,NA,1
"Journal of International Financial Markets, Institutions and Money",10424431,1,NA,NA,NA,NA,1
Journal of International Management,10754253,1,NA,NA,NA,NA,NA
Journal of International Money and Finance,02615606,1,NA,NA,NA,NA,1
Journal of Interprofessional Education & Practice,24054526,NA,NA,NA,1,NA,NA
Journal of Invertebrate Pathology,00222011,NA,NA,NA,NA,1,NA
Journal of Investigative Dermatology,0022202X,NA,NA,NA,1,NA,NA
Journal of Investigative Dermatology Symposium Proceedings,10870024,NA,NA,NA,1,NA,NA
Journal of King Saud University - Computer and Information Sciences,13191578,NA,NA,NA,NA,1,NA
Journal of King Saud University - Engineering Sciences,10183639,NA,NA,NA,NA,1,NA
Journal of King Saud University - Science,10183647,NA,NA,NA,NA,1,NA
Journal of Logical and Algebraic Methods in Programming,23522208,NA,NA,NA,NA,1,NA
Journal of Loss Prevention in the Process Industries,09504230,NA,NA,NA,NA,1,NA
Journal of Luminescence,00222313,NA,NA,NA,NA,1,NA
Journal of Macroeconomics,01640704,NA,NA,NA,NA,NA,1
Journal of Magnesium and Alloys,22139567,NA,NA,NA,NA,1,NA
Journal of Magnetic Resonance,10907807,NA,NA,NA,1,1,NA
Journal of Magnetism and Magnetic Materials,03048853,NA,NA,NA,NA,1,NA
Journal of Management Science and Engineering,20962320,1,NA,NA,NA,NA,NA
Journal of Manipulative and Physiological Therapeutics,01614754,NA,NA,NA,1,NA,NA
Journal of Manufacturing Processes,15266125,NA,NA,NA,NA,1,NA
Journal of Manufacturing Systems,02786125,NA,NA,NA,NA,1,NA
Journal of Marine Systems,09247963,NA,NA,NA,NA,1,NA
Journal of Materials Processing Technology,09240136,NA,NA,NA,NA,1,NA
Journal of Materials Research and Technology,22387854,NA,NA,NA,NA,1,NA
Journal of Materials Science & Technology,10050302,NA,NA,NA,NA,1,NA
Journal of Materiomics,23528478,NA,NA,NA,NA,1,NA
Journal of Mathematical Analysis and Applications,0022247X,NA,NA,NA,NA,1,NA
Journal of Mathematical Economics,03044068,NA,NA,NA,NA,1,1
Journal of Mathematical Psychology,00222496,NA,NA,NA,NA,1,NA
Journal of Medical Imaging and Radiation Sciences,19398654,NA,NA,NA,1,NA,NA
Journal of Membrane Science,03767388,NA,NA,NA,NA,1,NA
Journal of Memory and Language,0749596X,NA,NA,NA,NA,1,1
Journal of Microbiological Methods,01677012,NA,NA,NA,NA,1,NA
"Journal of Microbiology, Immunology and Infection",16841182,NA,NA,NA,1,NA,NA
Journal of Minimally Invasive Gynecology,15534650,NA,NA,NA,1,NA,NA
Journal of Molecular and Cellular Cardiology,00222828,NA,NA,NA,1,1,NA
Journal of Molecular Biology,00222836,NA,NA,NA,1,1,NA
Journal of Molecular Graphics and Modelling,10933263,NA,NA,NA,1,1,NA
Journal of Molecular Liquids,01677322,NA,NA,NA,NA,1,NA
Journal of Molecular Spectroscopy,00222852,NA,NA,NA,NA,1,NA
Journal of Molecular Structure,00222860,NA,NA,NA,NA,1,NA
Journal of Monetary Economics,03043932,1,NA,NA,NA,NA,1
Journal of Multinational Financial Management,1042444X,1,NA,NA,NA,NA,1
Journal of Multivariate Analysis,0047259X,NA,NA,NA,NA,1,NA
Journal of Natural Gas Geoscience,2468256X,NA,NA,NA,NA,1,NA
Journal of Natural Gas Science and Engineering,18755100,NA,NA,NA,NA,1,NA
Journal of Neonatal Nursing,13551841,NA,NA,NA,1,NA,NA
Journal of Network and Computer Applications,10848045,NA,NA,NA,NA,1,NA
Journal of Neuroimmunology,01655728,NA,NA,NA,1,NA,NA
Journal of Neurolinguistics,09116044,NA,1,NA,1,1,1
Journal of Neuroradiology,01509861,NA,NA,NA,1,NA,NA
Journal of Neuroscience Methods,01650270,NA,NA,NA,1,NA,NA
Journal of Non-Crystalline Solids,00223093,NA,NA,NA,NA,1,NA
Journal of Non-Crystalline Solids: X,25901591,NA,NA,NA,NA,1,NA
Journal of Non-Newtonian Fluid Mechanics,03770257,NA,NA,NA,NA,1,NA
Journal of Nuclear Materials,00223115,NA,NA,NA,NA,1,NA
Journal of Number Theory,0022314X,NA,NA,NA,NA,1,NA
Journal of Nursing Regulation,21558256,NA,NA,NA,1,NA,NA
Journal of Nutrition & Intermediary Metabolism,23523859,NA,NA,NA,1,1,NA
Journal of Nutrition Education and Behavior,14994046,NA,NA,NA,1,1,1
Journal of Obsessive-Compulsive and Related Disorders,22113649,NA,NA,NA,1,1,NA
"Journal of Obstetric, Gynecologic & Neonatal Nursing",08842175,NA,NA,NA,1,NA,NA
Journal of Obstetrics and Gynaecology Canada,17012163,NA,NA,NA,1,NA,NA
Journal of Ocean Engineering and Science,24680133,NA,NA,NA,NA,1,NA
Journal of Oncological Sciences,24523364,NA,NA,NA,1,1,1
Journal of Optometry,18884296,NA,NA,NA,1,NA,NA
Journal of Oral and Maxillofacial Surgery,02782391,NA,NA,NA,1,NA,NA
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",22125558,NA,NA,NA,1,NA,NA
Journal of Oral Biology and Craniofacial Research,22124268,NA,NA,NA,1,NA,NA
Journal of Oral Biosciences,13490079,NA,NA,NA,1,1,NA
Journal of Organometallic Chemistry,0022328X,NA,NA,NA,NA,1,NA
Journal of Orthopaedic Science,09492658,NA,NA,NA,1,NA,NA
Journal of Orthopaedic Translation,2214031X,NA,NA,NA,1,NA,NA
Journal of Orthopaedics,0972978X,NA,NA,NA,1,NA,NA
Journal of Otology,16722930,NA,NA,NA,1,1,NA
Journal of Outdoor Recreation and Tourism,22130780,1,NA,NA,NA,1,1
Journal of Pain and Symptom Management,08853924,NA,NA,NA,1,NA,NA
Journal of Parallel and Distributed Computing,07437315,NA,NA,NA,NA,1,NA
Journal of Pediatric and Adolescent Gynecology,10833188,NA,NA,NA,1,NA,NA
Journal of Pediatric Health Care,08915245,NA,NA,NA,1,NA,NA
Journal of Pediatric Nursing,08825963,NA,NA,NA,1,NA,NA
Journal of Pediatric Surgery,00223468,NA,NA,NA,1,NA,NA
Journal of Pediatric Surgery Case Reports,22135766,NA,NA,NA,1,NA,NA
Journal of Pediatric Urology,14775131,NA,NA,NA,1,NA,NA
Journal of PeriAnesthesia Nursing,10899472,NA,NA,NA,1,NA,NA
Journal of Petroleum Science and Engineering,09204105,NA,NA,NA,NA,1,NA
Journal of Pharmaceutical Analysis,20951779,NA,NA,NA,1,NA,NA
Journal of Pharmaceutical and Biomedical Analysis,07317085,NA,NA,NA,1,1,NA
Journal of Pharmaceutical Sciences,00223549,NA,NA,NA,1,NA,NA
Journal of Pharmacological and Toxicological Methods,10568719,NA,NA,NA,1,NA,NA
Journal of Phonetics,00954470,NA,1,NA,NA,NA,1
Journal of Photochemistry and Photobiology A: Chemistry,10106030,NA,NA,NA,NA,1,NA
Journal of Photochemistry and Photobiology B: Biology,10111344,NA,NA,NA,1,1,NA
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,13895567,NA,NA,NA,NA,1,NA
Journal of Physics and Chemistry of Solids,00223697,NA,NA,NA,NA,1,NA
Journal of Physiotherapy,18369553,NA,NA,NA,1,NA,NA
Journal of Plant Physiology,01761617,NA,NA,NA,NA,1,NA
"Journal of Plastic, Reconstructive & Aesthetic Surgery",17486815,NA,NA,NA,1,NA,NA
Journal of Policy Modeling,01618938,NA,NA,NA,NA,NA,1
Journal of Power Sources,03787753,NA,NA,NA,NA,1,NA
Journal of Pragmatics,03782166,NA,1,NA,NA,1,1
Journal of Process Control,09591524,NA,NA,NA,NA,1,NA
Journal of Professional Nursing,87557223,NA,NA,NA,1,NA,NA
Journal of Prosthodontic Research,18831958,NA,NA,NA,1,NA,NA
Journal of Proteomics,18743919,NA,NA,NA,1,1,NA
Journal of Psychiatric Research,00223956,NA,NA,NA,1,1,NA
Journal of Psychosomatic Research,00223999,NA,NA,NA,1,1,NA
Journal of Public Economics,00472727,1,NA,NA,NA,NA,1
Journal of Purchasing and Supply Management,14784092,1,NA,NA,NA,1,NA
Journal of Pure and Applied Algebra,00224049,NA,NA,NA,NA,1,NA
Journal of Quantitative Spectroscopy and Radiative Transfer,00224073,NA,NA,NA,NA,1,NA
Journal of Radiology Nursing,15460843,NA,NA,NA,1,NA,NA
Journal of Rail Transport Planning & Management,22109706,1,NA,NA,NA,1,1
Journal of Rare Earths,10020721,NA,NA,NA,NA,1,NA
Journal of Renal Nutrition,10512276,NA,NA,NA,1,NA,NA
Journal of Reproductive Immunology,01650378,NA,NA,NA,1,NA,NA
Journal of Research in Personality,00926566,NA,NA,NA,NA,1,NA
Journal of Retailing,00224359,1,NA,NA,NA,1,NA
Journal of Retailing and Consumer Services,09696989,1,NA,NA,NA,NA,NA
Journal of Rock Mechanics and Geotechnical Engineering,16747755,NA,NA,NA,NA,1,NA
Journal of Rural Studies,07430167,NA,NA,NA,NA,1,1
Journal of Safety Research,00224375,1,NA,1,1,1,1
Journal of Saudi Chemical Society,13196103,NA,NA,NA,NA,1,NA
Journal of School Psychology,00224405,NA,NA,NA,NA,1,1
Journal of Science and Medicine in Sport,14402440,NA,NA,NA,1,NA,NA
Journal of Science: Advanced Materials and Devices,24682179,NA,NA,NA,NA,1,NA
Journal of Sea Research,13851101,NA,NA,NA,NA,1,NA
Journal of Second Language Writing,10603743,NA,1,NA,NA,NA,1
Journal of Shoulder and Elbow Surgery,10582746,NA,NA,NA,1,NA,NA
Journal of Solid State Chemistry,00224596,NA,NA,NA,NA,1,NA
Journal of Sound and Vibration,0022460X,NA,NA,NA,NA,1,NA
Journal of South American Earth Sciences,08959811,NA,NA,NA,NA,1,NA
Journal of Space Safety Engineering,24688967,NA,NA,NA,NA,1,1
Journal of Sport and Health Science,20952546,NA,NA,NA,1,1,1
Journal of Statistical Planning and Inference,03783758,NA,NA,NA,NA,1,NA
"Journal of Stomatology, Oral and Maxillofacial Surgery",24687855,NA,NA,NA,1,NA,NA
Journal of Stored Products Research,0022474X,NA,NA,NA,NA,1,NA
Journal of Stroke and Cerebrovascular Diseases,10523057,NA,NA,NA,1,NA,NA
Journal of Structural Biology,10478477,NA,NA,NA,NA,1,NA
Journal of Structural Biology: X,25901524,NA,NA,NA,NA,1,NA
Journal of Structural Geology,01918141,NA,NA,NA,NA,1,NA
Journal of Substance Abuse Treatment,07405472,NA,NA,NA,1,1,NA
Journal of Surgical Education,19317204,NA,NA,NA,1,NA,NA
Journal of Surgical Research,00224804,NA,NA,NA,1,NA,NA
Journal of Sustainable Mining,23003960,NA,NA,NA,NA,1,NA
Journal of Symbolic Computation,07477171,NA,NA,NA,NA,1,NA
Journal of Systems and Software,01641212,NA,NA,NA,NA,1,NA
Journal of Systems Architecture,13837621,NA,NA,NA,NA,1,NA
Journal of Taibah University Medical Sciences,16583612,NA,NA,NA,1,NA,NA
Journal of Terramechanics,00224898,NA,NA,NA,NA,1,NA
Journal of the Academy of Nutrition and Dietetics,22122672,NA,NA,NA,1,1,NA
Journal of the American Academy of Child & Adolescent Psychiatry,08908567,NA,NA,NA,1,1,NA
Journal of the American Academy of Dermatology,01909622,NA,NA,NA,1,NA,NA
Journal of the American College of Cardiology,07351097,NA,NA,NA,1,NA,NA
Journal of the American College of Radiology,15461440,NA,NA,NA,1,NA,NA
Journal of the American College of Surgeons,10727515,NA,NA,NA,1,NA,NA
Journal of the American Medical Directors Association,15258610,NA,NA,NA,1,NA,NA
Journal of the American Pharmacists Association,15443191,NA,NA,NA,1,NA,NA
Journal of the American Society of Cytopathology,22132945,NA,NA,NA,1,1,NA
Journal of the American Society of Echocardiography,08947317,NA,NA,NA,1,NA,NA
Journal of the Energy Institute,17439671,NA,NA,NA,NA,1,NA
Journal of the European Ceramic Society,09552219,NA,NA,NA,NA,1,NA
Journal of the Formosan Medical Association,09296646,NA,NA,NA,1,NA,NA
Journal of the Franklin Institute,00160032,NA,NA,NA,NA,1,NA
Journal of the Japanese and International Economies,08891583,1,NA,NA,NA,NA,1
Journal of the Korean Statistical Society,12263192,NA,NA,NA,NA,1,NA
Journal of the Mechanical Behavior of Biomedical Materials,17516161,NA,NA,NA,NA,1,NA
Journal of the Mechanics and Physics of Solids,00225096,NA,NA,NA,NA,1,NA
Journal of the National Medical Association,00279684,NA,NA,NA,1,NA,NA
Journal of the Neurological Sciences,0022510X,NA,NA,NA,1,1,NA
Journal of the Saudi Heart Association,10167315,NA,NA,NA,1,NA,NA
Journal of the Saudi Society of Agricultural Sciences,1658077X,NA,NA,NA,NA,1,NA
Journal of the Taiwan Institute of Chemical Engineers,18761070,NA,NA,NA,NA,1,NA
Journal of the World Federation of Orthodontists,22124438,NA,NA,NA,1,NA,NA
Journal of Theoretical Biology,00225193,NA,NA,NA,NA,1,NA
Journal of Thermal Biology,03064565,NA,NA,NA,NA,1,NA
Journal of Thoracic Oncology,15560864,NA,NA,NA,1,NA,NA
Journal of Tissue Viability,0965206X,NA,NA,NA,1,NA,NA
Journal of Trace Elements in Medicine and Biology,0946672X,NA,NA,NA,1,1,NA
Journal of Traditional and Complementary Medicine,22254110,NA,NA,NA,1,NA,NA
Journal of Traditional Chinese Medical Sciences,20957548,NA,NA,NA,1,1,NA
Journal of Traffic and Transportation Engineering (English Edition),20957564,1,NA,NA,NA,1,NA
Journal of Transport & Health,22141405,1,NA,NA,1,NA,1
Journal of Transport Geography,09666923,1,NA,NA,NA,1,1
Journal of Urban Economics,00941190,NA,NA,NA,NA,NA,1
Journal of Urban Management,22265856,NA,NA,NA,NA,NA,1
Journal of Vascular and Interventional Radiology,10510443,NA,NA,NA,1,NA,NA
Journal of Vascular Nursing,10620303,NA,NA,NA,1,NA,NA
Journal of Vascular Surgery,07415214,NA,NA,NA,1,NA,NA
Journal of Vascular Surgery Cases and Innovative Techniques,24684287,NA,NA,NA,1,NA,NA
Journal of Vascular Surgery: Venous and Lymphatic Disorders,2213333X,NA,NA,NA,1,NA,NA
Journal of Veterinary Behavior,15587878,NA,NA,NA,1,1,NA
Journal of Veterinary Cardiology,17602734,NA,NA,NA,1,1,NA
Journal of Virological Methods,01660934,NA,NA,NA,1,NA,NA
Journal of Visceral Surgery,18787886,NA,NA,NA,1,NA,NA
Journal of Visual Communication and Image Representation,10473203,NA,NA,NA,NA,1,NA
Journal of Vocational Behavior,00018791,1,NA,NA,NA,1,NA
Journal of Voice,08921997,NA,1,NA,1,NA,1
Journal of Volcanology and Geothermal Research,03770273,NA,NA,NA,NA,1,NA
Journal of Water Process Engineering,22147144,NA,NA,NA,NA,1,NA
Journal of Web Semantics,15708268,NA,NA,NA,NA,1,NA
Journal of Wind Engineering and Industrial Aerodynamics,01676105,NA,NA,NA,NA,1,NA
Journal of World Business,10909516,1,NA,NA,NA,NA,NA
JPRAS Open,23525878,NA,NA,NA,1,NA,NA
JSES Open Access,24686026,NA,NA,NA,1,NA,NA
Kidney International,00852538,NA,NA,NA,1,NA,NA
Kidney International Reports,24680249,NA,NA,NA,1,NA,NA
Kidney International Supplements,21571716,NA,NA,NA,1,NA,NA
Kidney Medicine,25900595,NA,NA,NA,1,NA,NA
"Kinésithérapie, la Revue",17790123,NA,NA,NA,1,NA,NA
Knowledge-Based Systems,09507051,NA,NA,NA,NA,1,NA
Krankenhaus-Hygiene + Infektionsverhütung,07203373,NA,NA,NA,1,1,NA
L'Anthropologie,00035521,NA,1,NA,NA,NA,NA
L'Évolution Psychiatrique,00143855,NA,NA,NA,1,1,NA
L’Encéphale,00137006,NA,NA,NA,1,NA,NA
La Presse Médicale,07554982,NA,NA,NA,1,NA,NA
La Revue d’Homéopathie,18789730,NA,NA,NA,1,NA,NA
La Revue de Médecine Interne,02488663,NA,NA,NA,1,NA,NA
La Revue de Médecine Légale,18786529,NA,NA,1,1,1,NA
La Revue Sage-Femme,16374088,NA,NA,NA,1,NA,NA
Labour Economics,09275371,1,NA,NA,NA,NA,1
Land Use Policy,02648377,NA,NA,NA,NA,1,1
Landscape and Urban Planning,01692046,NA,NA,NA,NA,1,1
Language & Communication,02715309,NA,1,NA,NA,1,1
Language Sciences,03880001,NA,1,NA,NA,NA,1
"Laparoscopic, Endoscopic and Robotic Surgery",24689009,NA,NA,NA,1,NA,NA
Le Pharmacien Hospitalier et Clinicien,22111042,NA,NA,NA,1,NA,1
Le Praticien en Anesthésie Réanimation,12797960,NA,NA,NA,1,NA,NA
Learning and Individual Differences,10416080,NA,NA,NA,NA,1,1
Learning and Instruction,09594752,NA,NA,NA,NA,1,1
Learning and Motivation,00239690,NA,NA,NA,NA,1,NA
"Learning, Culture and Social Interaction",22106561,NA,NA,NA,NA,1,1
Legal Medicine,13446223,NA,NA,1,1,1,NA
Leukemia Research,01452126,NA,NA,NA,1,1,NA
Leukemia Research Reports,22130489,NA,NA,NA,1,1,NA
Library & Information Science Research,07408188,NA,NA,NA,NA,NA,1
Life Sciences,00243205,NA,NA,NA,1,NA,NA
Life Sciences in Space Research,22145524,NA,NA,NA,NA,1,NA
Limnologica,00759511,NA,NA,NA,NA,1,NA
Linear Algebra and its Applications,00243795,NA,NA,NA,NA,1,NA
Lingua,00243841,NA,1,NA,NA,1,1
Linguistics and Education,08985898,NA,1,NA,NA,NA,1
Lithos,00244937,NA,NA,NA,NA,1,NA
Liver Research,25425684,NA,NA,NA,1,NA,NA
Livestock Science,18711413,NA,NA,NA,1,1,NA
Long Range Planning,00246301,1,NA,NA,NA,NA,NA
Lung Cancer,01695002,NA,NA,NA,1,1,NA
LWT,00236438,NA,NA,NA,NA,1,NA
