year,P.ISSN,E.ISSN,journal_name,open_access
2018,07498047,15365409,Clinical Journal of Pain,0
2018,00029483,10968644,American Journal of Physical Anthropology,0
2018,10781439,18732496,Urologic Oncology: Seminars and Original Investigations,0
2018,08825963,NULL,Journal of Pediatric Nursing,0
2018,11707690,11792027,PharmacoEconomics,1
2018,1365182X,14772574,HPB,0
2018,NULL,19417705,Circulation. Cardiovascular quality and outcomes,1
2018,NULL,19326203,PLoS ONE,1
2018,00358843,NULL,Annals of the Royal College of Surgeons of England,0
2018,00150282,15565653,Fertility and Sterility,0
2018,23256621,NULL,Annals of the American Thoracic Society,0
2018,15554155,NULL,Journal for Nurse Practitioners,0
2018,10672516,15422224,Journal of Foot and Ankle Surgery,1
2018,10614036,15461718,Nature Genetics,0
2018,02751879,17544505,Special Care in Dentistry,0
2018,17517362,17517370,ISME Journal,0
2018,NULL,20479980,Journal of the American Heart Association,1
2018,19411367,19411375,Annual Review of Financial Economics,0
2018,NULL,19326203,PLoS ONE,1
2018,10780432,15573265,Clinical Cancer Research,1
2018,00105422,NULL,Condor,0
2018,10914269,15206394,Depression and Anxiety,0
2018,00039993,1532821X,Archives of Physical Medicine and Rehabilitation,0
2018,NULL,19326203,PLoS ONE,1
2018,10406387,19434936,Journal of Veterinary Diagnostic Investigation,0
2018,NULL,14682877,"Public health reports (Washington, D.C. : 1974)",1
2018,NULL,19326203,PLoS ONE,1
2018,00314005,10984275,Pediatrics,0
2018,01651781,18727123,Psychiatry Research,0
2018,0304405X,NULL,Journal of Financial Economics,0
2018,15537366,15537374,PLoS Pathogens,1
2018,02719142,15732592,Journal of Clinical Immunology,0
2018,0003066X,NULL,American Psychologist,0
2018,13646613,1879307X,Trends in Cognitive Sciences,0
2018,NULL,23259671,Orthopaedic Journal of Sports Medicine,1
2018,03050270,13652699,Journal of Biogeography,0
2018,07332467,15206777,Neurourology and Urodynamics,0
2018,1471003X,14710048,Nature Reviews Neuroscience,1
2018,10780432,15573265,Clinical Cancer Research,0
2018,1471003X,14710048,Nature Reviews Neuroscience,0
2018,09575243,15737225,Cancer Causes and Control,0
2018,09598049,18790852,European Journal of Cancer,1
2018,00028614,15325415,Journal of the American Geriatrics Society,0
2018,00225347,15273792,Journal of Urology,0
2018,00093920,14678624,Child Development,0
2018,00028614,15325415,Journal of the American Geriatrics Society,0
2018,00029262,14766256,American Journal of Epidemiology,1
2018,13889842,18790844,European Journal of Heart Failure,0
2018,NULL,2050084X,eLife,1
2018,10788956,1546170X,Nature Medicine,0
2018,00332917,14698978,Psychological Medicine,0
2018,NULL,21642591,Translational Vision Science and Technology,1
2018,14733099,14744457,The Lancet Infectious Diseases,1
2018,03618609,10968652,American Journal of Hematology,0
2018,NULL,2214109X,The Lancet Global Health,1
2018,0022202X,15231747,Journal of Investigative Dermatology,0
2018,15560864,15561380,Journal of Thoracic Oncology,0
2018,1073449X,15354970,American Journal of Respiratory and Critical Care Medicine,0
2018,00165085,15280012,Gastroenterology,0
2018,00189499,NULL,IEEE Transactions on Nuclear Science,0
2018,16006135,16006143,American Journal of Transplantation,1
2018,1466822X,14668238,Global Ecology and Biogeography,0
2018,14346044,14346052,European Physical Journal C,1
2018,14346044,14346052,European Physical Journal C,1
2018,24700010,24700029,Physical Review D,1
2018,24700010,24700029,Physical Review D,1
2018,24700010,24700029,Physical Review D,1
2018,24700010,24700029,Physical Review D,1
2018,24700010,24700029,Physical Review D,1
2018,24700010,24700029,Physical Review D,1
2018,11266708,10298479,Journal of High Energy Physics,1
2018,11266708,10298479,Journal of High Energy Physics,1
2018,11266708,10298479,Journal of High Energy Physics,1
2018,NULL,NULL,International Geoscience and Remote Sensing Symposium (IGARSS),0
2018,NULL,NULL,International Geoscience and Remote Sensing Symposium (IGARSS),0
2018,NULL,NULL,International Geoscience and Remote Sensing Symposium (IGARSS),0
2018,NULL,NULL,International Geoscience and Remote Sensing Symposium (IGARSS),0
2018,00027863,15205126,Journal of the American Chemical Society,0
2018,NULL,NULL,International Geoscience and Remote Sensing Symposium (IGARSS),0
2018,02727714,NULL,"Estuarine, Coastal and Shelf Science",0
2018,NULL,NULL,International Geoscience and Remote Sensing Symposium (IGARSS),0
2018,NULL,23795042,mSphere,1
2018,NULL,NULL,"Proceedings of the ACM SIGCOMM Internet Measurement Conference, IMC",0
2018,02776715,10970258,Statistics in Medicine,0
2018,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2018,00319007,10797114,Physical Review Letters,0
2018,NULL,1664042X,Frontiers in Physiology,1
2018,0264410X,18732518,Vaccine,0
2018,00948276,19448007,Geophysical Research Letters,0
2018,00948276,19448007,Geophysical Research Letters,1
2018,16807316,16807324,Atmospheric Chemistry and Physics,1
2018,13803603,17444195,Christian Bioethics,0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,NULL,NULL,"2018 12th IEEE/ACM International Symposium on Networks-on-Chip, NOCS 2018",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,1557170X,NULL,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",0
2018,NULL,NULL,"Proceedings - IEEE 34th International Conference on Data Engineering, ICDE 2018",0
2018,09628452,14712954,Proceedings of the Royal Society B: Biological Sciences,0
2018,NULL,17520509,BMC Systems Biology,1
2018,00319007,10797114,Physical Review Letters,1
2018,17412560,17412552,Journal of Neural Engineering,1
2018,00249297,15205835,Macromolecules,0
2018,NULL,17560500,BMC Research Notes,1
2018,NULL,22111247,Cell Reports,1
2018,00987484,15383598,JAMA - Journal of the American Medical Association,0
2018,19460740,19460759,"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",0
2018,NULL,25740962,ACS Applied Energy Materials,0
2018,17412560,17412552,Journal of Neural Engineering,0
2018,NULL,20426410,Biology of Sex Differences,1
2018,24699985,24699993,Physical Review C,1
2018,21670811,2167082X,Digital Journalism,0
2018,14693062,17527457,Climate Policy,0
2018,NULL,14712156,BMC Genetics,1
2018,01406736,1474547X,The Lancet,0
2018,NULL,14712458,BMC Public Health,1
2018,16807316,16807324,Atmospheric Chemistry and Physics,1
2018,15548929,15548937,ACS Chemical Biology,1
2018,00368075,10959203,Science,1
2018,24699985,24699993,Physical Review C,0
2018,NULL,NULL,School Choice at the Crossroads: Research Perspectives,0
2018,14248220,NULL,Sensors (Switzerland),1
2018,NULL,24759953,Physical Review Materials,0
2018,NULL,19487185,Journal of Physical Chemistry Letters,0
2018,24519456,24519448,Cell Chemical Biology,0
2018,00928674,10974172,Cell,0
2018,17426588,17426596,Journal of Physics: Conference Series,1
2018,NULL,NULL,"2018 IEEE International Conference on Computational Electromagnetics, ICCEM 2018",0
2018,NULL,NULL,"2018 IEEE International Conference on Computational Electromagnetics, ICCEM 2018",0
2018,NULL,NULL,"2018 IEEE International Conference on Computational Electromagnetics, ICCEM 2018",0
2018,00319007,10797114,Physical Review Letters,0
2018,14786354,14786362,Arthritis Research and Therapy,1
2018,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2018,00948276,19448007,Geophysical Research Letters,0
2018,00948276,19448007,Geophysical Research Letters,0
2018,0013936X,15205851,Environmental Science and Technology,0
2018,17412560,17412552,Journal of Neural Engineering,0
2018,0013936X,15205851,Environmental Science and Technology,0
2018,00014842,15204898,Accounts of Chemical Research,0
2018,NULL,21611653,ACS Macro Letters,0
2018,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2018,00948276,19448007,Geophysical Research Letters,0
2018,00948276,19448007,Geophysical Research Letters,0
2018,00948276,19448007,Geophysical Research Letters,0
2018,24699985,24699993,Physical Review C,0
2018,NULL,16642392,Frontiers in Endocrinology,1
2018,01469592,15394794,Optics Letters,0
2018,00963003,NULL,Applied Mathematics and Computation,0
2018,07338724,NULL,Journal of Lightwave Technology,0
2018,13596454,NULL,Acta Materialia,0
2018,00121606,1095564X,Developmental Biology,1
2018,00489697,18791026,Science of the Total Environment,0
2018,10780432,15573265,Clinical Cancer Research,0
2018,08957061,19417225,American Journal of Hypertension,1
2018,NULL,20794991,Nanomaterials,1
2018,00368075,10959203,Science,0
2018,NULL,NULL,"Proceedings - 21st Euromicro Conference on Digital System Design, DSD 2018",0
2018,24699985,24699993,Physical Review C,0
2018,NULL,23808195,ACS Energy Letters,0
2018,00319007,10797114,Physical Review Letters,1
2018,17489318,17489326,Environmental Research Letters,1
2018,NULL,14726920,BMC Medical Education,1
2018,24519308,24519294,Chem,0
2018,NULL,17438977,Particle and Fibre Toxicology,1
2018,00027863,15205126,Journal of the American Chemical Society,0
2018,15306984,15306992,Nano Letters,0
2018,0363907X,1099114X,International Journal of Energy Research,0
2018,23520132,NULL,International Journal of Nursing Sciences,1
2018,08966273,10974199,Neuron,0
2018,19313128,19346069,Cell Host and Microbe,0
2018,NULL,16641078,Frontiers in Psychology,1
2018,03702693,NULL,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",1
2018,10952055,NULL,"Proceedings - International Conference on Computer Communications and Networks, ICCCN",0
2018,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2018,00249297,15205835,Macromolecules,0
2018,NULL,1664462X,Frontiers in Plant Science,1
2018,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2018,17264170,17264189,Biogeosciences,1
2018,24699985,24699993,Physical Review C,1
2018,NULL,17417007,BMC Biology,1
2018,15559041,1555905X,Clinical Journal of the American Society of Nephrology,0
2018,0264410X,18732518,Vaccine,0
2018,24699926,24699934,Physical Review A,0
2018,10795006,1758535X,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,1
2018,10810706,15308995,Annual Review of Cell and Developmental Biology,0
2018,01931849,15221555,American Journal of Physiology - Endocrinology and Metabolism,0
2018,00295981,10970207,International Journal for Numerical Methods in Engineering,0
2018,24699985,24699993,Physical Review C,0
2018,NULL,1748717X,Radiation Oncology,1
2018,NULL,22971769,Frontiers in Veterinary Science,1
2018,NULL,19487185,Journal of Physical Chemistry Letters,0
2018,00319007,10797114,Physical Review Letters,0
2018,00928674,10974172,Cell,0
2018,10972765,10974164,Molecular Cell,0
2018,16136810,16136829,Small,0
2018,00928674,10974172,Cell,1
2018,24700045,24700053,Physical Review E,0
2018,10972765,10974164,Molecular Cell,0
2018,0966369X,13600524,"Gender, Place and Culture",0
2018,1369801X,1469929X,Interventions,1
2018,17565529,17565537,Climate and Development,0
2018,10749357,19455119,Topics in Stroke Rehabilitation,0
2018,0142159X,1466187X,Medical Teacher,0
2018,08164649,14653303,Australian Feminist Studies,0
2018,09555803,1469932X,Japan Forum,0
2018,15228886,15229041,Slavic and East European Information Resources,0
2018,01621459,1537274X,Journal of the American Statistical Association,0
2018,01621459,1537274X,Journal of the American Statistical Association,0
2018,0013936X,15205851,Environmental Science and Technology,0
2018,10618600,15372715,Journal of Computational and Graphical Statistics,0
2018,15512169,15512177,Journal of Political Science Education,0
2018,23294515,23294523,AJOB Empirical Bioethics,0
2018,NULL,22111247,Cell Reports,1
2018,17588928,17588936,Cognitive Neuroscience,0
2018,01621459,1537274X,Journal of the American Statistical Association,0
2018,01621459,1537274X,Journal of the American Statistical Association,0
2018,01621459,1537274X,Journal of the American Statistical Association,0
2018,01621459,1537274X,Journal of the American Statistical Association,0
2018,05315565,18736815,Experimental Gerontology,0
2018,13811118,15436136,Archives of Suicide Research,0
2018,21678421,21679223,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,1
2018,02634937,14653354,Central Asian Survey,0
2018,15381501,1538151X,Journal of HIV/AIDS and Social Services,0
2018,NULL,20404344,Crossings,0
2018,00138282,25733575,English Language Notes,0
2018,10642684,15279375,GLQ,0
2018,23294302,23294310,Journal of Medical Imaging,0
2018,00027685,NULL,American Biology Teacher,0
2018,11236337,1128045X,Techniques in Coloproctology,1
2018,00219738,15588238,Journal of Clinical Investigation,1
2018,00346527,1467937X,Review of Economic Studies,0
2018,0018716X,14230054,Human Development,0
2018,00317217,NULL,Phi Delta Kappan,0
2018,00039993,1532821X,Archives of Physical Medicine and Rehabilitation,0
2018,1093474X,17521688,Journal of the American Water Resources Association,0
2018,15423565,15427714,Clinical Gastroenterology and Hepatology,1
2018,15471896,08937400,Journal of the American Academy of Physician Assistants,0
2018,0304422X,NULL,Poetics,0
2018,03605442,NULL,Energy,0
2018,14337851,15213773,Angewandte Chemie - International Edition,0
2018,00189383,NULL,IEEE Transactions on Electron Devices,0
2018,10505164,NULL,Annals of Applied Probability,0
2018,00129658,NULL,Ecology,0
2018,21522650,21522669,"Clinical Lymphoma, Myeloma and Leukemia",0
2018,09442669,NULL,Calculus of Variations and Partial Differential Equations,0
2018,05315565,18736815,Experimental Gerontology,0
2018,15573087,NULL,Teaching and Learning in Nursing,0
2018,21522650,21522669,"Clinical Lymphoma, Myeloma and Leukemia",0
2018,02709139,15273350,Hepatology,0
2018,0025326X,18793363,Marine Pollution Bulletin,0
2018,08853010,15258955,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",0
2018,09239820,15729729,Biodegradation,0
2018,1530437X,NULL,IEEE Sensors Journal,0
2018,00246107,14697750,Journal of the London Mathematical Society,1
2018,NULL,23327766,IEEE Transactions on Multi-Scale Computing Systems,0
2018,00028312,NULL,American Educational Research Journal,1
2018,00440094,NULL,Yale Law Journal,0
2018,15283542,19311516,Emotion,0
2018,NULL,23327766,IEEE Transactions on Multi-Scale Computing Systems,0
2018,15360903,15360911,Advances in Neonatal Care,0
2018,00338222,NULL,Radiocarbon,0
2018,24700010,24700029,Physical Review D,1
2018,1553734X,15537358,PLoS Computational Biology,1
2018,08955646,15730476,Journal of Risk and Uncertainty,0
2018,02181274,NULL,International Journal of Bifurcation and Chaos,0
2018,00431397,19447973,Water Resources Research,0
2018,18820778,18820786,Applied Physics Express,0
2018,14319276,14358115,Microscopy and Microanalysis,0
2018,15451151,21665435,Preventing Chronic Disease,0
2018,21686165,NULL,JAMA Ophthalmology,0
2018,00014966,NULL,Journal of the Acoustical Society of America,1
2018,NULL,21567085,Biomedical Optics Express,0
2018,10170405,NULL,Statistica Sinica,0
2018,00431397,19447973,Water Resources Research,0
2018,13982273,13993062,Transplant Infectious Disease,0
2018,02709139,15273350,Hepatology,0
2018,00085472,15387445,Cancer Research,0
2018,20477414,20477422,Interest Groups and Advocacy,0
2018,20477414,20477422,Interest Groups and Advocacy,0
2018,0924090X,1573269X,Nonlinear Dynamics,0
2018,08852014,NULL,Cognitive Development,0
2018,00129658,NULL,Ecology,0
2018,13646613,1879307X,Trends in Cognitive Sciences,0
2018,00222445,17413737,Journal of Marriage and Family,0
2018,00103616,14320916,Communications in Mathematical Physics,0
2018,02779536,18735347,Social Science and Medicine,0
2018,10423680,15581349,Neurosurgery Clinics of North America,0
2018,00908258,10956859,Gynecologic Oncology,0
2018,15723887,15734943,Protein Journal,0
2018,00485829,15737101,Public Choice,0
2018,22112855,NULL,Nano Energy,0
2018,0010440X,15328384,Comprehensive Psychiatry,0
2018,15523098,NULL,IEEE Transactions on Robotics,0
2018,09675868,15322653,Journal of Clinical Neuroscience,0
2018,0921898X,15730913,Small Business Economics,1
2018,22146296,NULL,Energy Research and Social Science,0
2018,10689265,15344681,Annals of Surgical Oncology,0
2018,01672789,NULL,Physica D: Nonlinear Phenomena,0
2018,01461672,15527433,Personality and Social Psychology Bulletin,0
2018,01962892,NULL,IEEE Transactions on Geoscience and Remote Sensing,0
2018,0959437X,18790380,Current Opinion in Genetics and Development,0
2018,13858947,NULL,Chemical Engineering Journal,0
2018,09594388,18736882,Current Opinion in Neurobiology,0
2018,15313492,NULL,Discrete and Continuous Dynamical Systems - Series B,1
2018,10927875,15736628,Maternal and Child Health Journal,0
2018,21973792,21968837,Journal of Racial and Ethnic Health Disparities,0
2018,00189286,15582523,IEEE Transactions on Automatic Control,0
2018,02780070,NULL,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0
2018,02780070,NULL,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0
2018,10699384,15315320,Psychonomic Bulletin and Review,1
2018,NULL,15320987,The Pediatric infectious disease journal,0
2018,00015733,NULL,Acta Geophysica Sinica,0
2018,NULL,21687161,IEEE Transactions on Cloud Computing,0
2018,15324435,15337928,Journal of Machine Learning Research,0
2018,NULL,23327766,IEEE Transactions on Multi-Scale Computing Systems,0
2018,10918531,15283933,Journal of AAPOS,0
2018,00297828,15339866,Obstetrical and Gynecological Survey,0
2018,NULL,19326203,PLoS ONE,1
2018,NULL,15364798,Cornea,0
2018,08932190,15505073,Journal of Perinatal and Neonatal Nursing,0
2018,10921095,1538067X,Clinical Journal of Oncology Nursing,0
2018,23809418,23809426,Journal of Doctoral Nursing Practice,0
2018,03066800,14734257,Journal of Medical Ethics,0
2018,03405443,NULL,Behavioral Ecology and Sociobiology,0
2018,NULL,14690705,Ultrasound in obstetrics &amp; gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology,0
2018,10559965,NULL,Cancer Epidemiology Biomarkers and Prevention,0
2018,00036951,NULL,Applied Physics Letters,0
2018,00223808,1537534X,Journal of Political Economy,0
2018,1054139X,18791972,Journal of Adolescent Health,0
2018,NULL,21533687,Race and Justice,0
2018,10838155,15731642,Urban Ecosystems,1
2018,00986283,NULL,Teaching of Psychology,0
2018,10899472,NULL,Journal of Perianesthesia Nursing,0
2018,02779536,18735347,Social Science and Medicine,0
2018,00904295,15279995,Urology,0
2018,01665316,NULL,Performance Evaluation,0
2018,0734306X,NULL,Journal of Labor Economics,0
2018,09637214,14678721,Current Directions in Psychological Science,0
2018,15226417,15343111,Current Hypertension Reports,0
2018,10907807,10960856,Journal of Magnetic Resonance,0
2018,00029394,18791891,American Journal of Ophthalmology,0
2018,13688375,18790593,Oral Oncology,0
2018,08936080,18792782,Neural Networks,0
2018,00142921,NULL,European Economic Review,0
2018,00100277,18737838,Cognition,0
2018,17595002,17595010,Nature Reviews Cardiology,0
2018,09218009,NULL,Ecological Economics,0
2018,15573087,NULL,Teaching and Learning in Nursing,0
2018,15562646,15562654,Journal of Empirical Research on Human Research Ethics,0
2018,01962892,NULL,IEEE Transactions on Geoscience and Remote Sensing,0
2018,20950462,20950470,Frontiers of Physics,0
2018,02780062,1558254X,IEEE Transactions on Medical Imaging,0
2018,00315990,17446163,Perspectives in Psychiatric Care,0
2018,09067590,16000587,Ecography,0
2018,1570646X,15706478,Energy Efficiency,0
2018,08858977,NULL,IEEE Transactions on Power Delivery,0
2018,15699048,18781519,Respiratory Physiology and Neurobiology,0
2018,10943412,NULL,Journal of Behavioral Health Services and Research,0
2018,10964959,18791107,Comparative Biochemistry and Physiology Part - B: Biochemistry and Molecular Biology,0
2018,15423565,15427714,Clinical Gastroenterology and Hepatology,0
2018,00207594,1464066X,International Journal of Psychology,0
2018,NULL,19447884,Journal of acquired immune deficiency syndromes (1999),0
2018,09716203,19983913,Journal of Medical Physics,1
2018,19457782,19457790,American Economic Journal: Applied Economics,1
2018,10638628,15505154,Quality Management in Health Care,0
2018,21698953,21698961,Journal of Geophysical Research: Biogeosciences,0
2018,NULL,21508925,Ecosphere,1
2018,09574824,14602245,Health Promotion International,0
2018,NULL,19417705,Circulation. Cardiovascular quality and outcomes,1
2018,NULL,14388871,Journal of Medical Internet Research,1
2018,08999546,NULL,AIDS Education and Prevention,0
2018,15305627,15563669,Telemedicine and e-Health,0
2018,00121797,1939327X,Diabetes,0
2018,09470867,18686249,BioSpektrum,0
2018,13558382,14699001,RNA,1
2018,NULL,23973374,Nature Human Behaviour,0
2018,10579249,10991611,Psycho-Oncology,0
2018,10538100,10902376,Consciousness and Cognition,0
2018,09670750,14680351,Economics of Transition,0
2018,2151464X,21514658,Arthritis Care and Research,0
2018,10505164,NULL,Annals of Applied Probability,0
2018,08852014,NULL,Cognitive Development,0
2018,01651781,18727123,Psychiatry Research,0
2018,00034975,15526259,Annals of Thoracic Surgery,0
2018,09295593,15737527,Autonomous Robots,1
2018,03064565,18790992,Journal of Thermal Biology,0
2018,13582267,14712865,Physiotherapy Research International,0
2018,10780947,15535231,Discrete and Continuous Dynamical Systems- Series A,1
2018,00169862,19349041,Gifted Child Quarterly,0
2018,10689265,15344681,Annals of Surgical Oncology,0
2018,14629011,18736416,Environmental Science and Policy,0
2018,03014215,NULL,Energy Policy,0
2018,01604120,18736750,Environment International,0
2018,02697491,18736424,Environmental Pollution,0
2018,13697021,18734103,Materials Today,0
2018,08240469,17487692,Marine Mammal Science,0
2018,15268209,19380666,Clinical Breast Cancer,0
2018,10907165,15733254,AIDS and Behavior,0
2018,15699048,18781519,Respiratory Physiology and Neurobiology,0
2018,09246460,15731502,Environmental and Resource Economics,0
2018,1043951X,NULL,China Economic Review,0
2018,18745490,18745504,Neuroethics,0
2018,NULL,21567085,Biomedical Optics Express,0
2018,00121797,1939327X,Diabetes,0
2018,NULL,10920684,Neurosurgical Focus,1
2018,10158987,14219778,Cellular Physiology and Biochemistry,1
2018,00155713,14219980,Folia Primatologica,0
2018,19373341,1937335X,Tissue Engineering - Part A,0
2018,NULL,0163769X,Endocrine Reviews,0
2018,00346527,1467937X,Review of Economic Studies,0
2018,10774114,15363678,Journal of Pediatric Hematology/Oncology,0
2018,03635465,15523365,American Journal of Sports Medicine,0
2018,03783782,18726232,Early Human Development,0
2018,15517144,15592030,Contemporary Clinical Trials,0
2018,00028703,10976744,American Heart Journal,0
2018,00167185,NULL,Geoforum,0
2018,11781653,11781661,Patient,0
2018,10530770,15328422,Journal of Cardiothoracic and Vascular Anesthesia,0
2018,10557903,10959513,Molecular Phylogenetics and Evolution,0
2018,08240469,17487692,Marine Mammal Science,0
2018,1936878X,18767591,JACC: Cardiovascular Imaging,0
2018,15571912,15571920,Journal of Immigrant and Minority Health,0
2018,NULL,22114599,International Journal of Spine Surgery,1
2018,NULL,23524642,The Lancet Child and Adolescent Health,0
2018,NULL,19326203,PLoS ONE,1
2018,NULL,10920684,Neurosurgical Focus,1
2018,NULL,21601836,"G3: Genes, Genomes, Genetics",1
2018,NULL,24682667,The Lancet Public Health,1
2018,0003066X,NULL,American Psychologist,0
2018,NULL,17596653,Genome Biology and Evolution,1
2018,NULL,15408140,The Journal of cell biology,1
2018,22120416,NULL,Ecosystem Services,1
2018,00121649,NULL,Developmental Psychology,0
2018,01632116,15732568,Digestive Diseases and Sciences,1
2018,0028646X,14698137,New Phytologist,0
2018,03784274,18793169,Toxicology Letters,0
2018,13646826,NULL,Journal of Atmospheric and Solar-Terrestrial Physics,0
2018,08888892,15231739,Conservation Biology,0
2018,10942025,NULL,Review of Economic Dynamics,0
2018,02780070,NULL,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0
2018,00071048,13652141,British Journal of Haematology,1
2018,00028703,10976744,American Heart Journal,0
2018,08866236,19449224,Global Biogeochemical Cycles,0
2018,NULL,19326203,PLoS ONE,1
2018,20507887,20507895,Environmental Science: Processes and Impacts,1
2018,02752565,10982345,American Journal of Primatology,0
2018,00314005,10984275,Pediatrics,1
2018,NULL,23732873,Cold Spring Harbor molecular case studies,1
2018,01616420,15494713,Ophthalmology,1
2018,03054403,10959238,Journal of Archaeological Science,0
2018,2190393X,21903948,Drug Delivery and Translational Research,0
2018,09622802,14770334,Statistical Methods in Medical Research,0
2018,00220663,19392176,Journal of Educational Psychology,0
2018,09422056,14337347,"Knee Surgery, Sports Traumatology, Arthroscopy",0
2018,00400262,19968175,Taxon,0
2018,08892229,19318405,AIDS Research and Human Retroviruses,1
2018,NULL,23524642,The Lancet Child and Adolescent Health,0
2018,22131779,NULL,JACC: Heart Failure,0
2018,10788956,1546170X,Nature Medicine,0
2018,00225347,15273792,Journal of Urology,0
2018,00396060,15327361,Surgery (United States),0
2018,10689265,15344681,Annals of Surgical Oncology,0
2018,13894986,NULL,Prevention Science,1
2018,0022538X,10985514,Journal of Virology,0
2018,10557903,10959513,Molecular Phylogenetics and Evolution,0
2018,0022538X,10985514,Journal of Virology,0
2018,1553734X,15537358,PLoS Computational Biology,1
2018,10689265,15344681,Annals of Surgical Oncology,0
2018,00179124,14756773,Health Services Research,0
2018,01632116,15732568,Digestive Diseases and Sciences,0
2018,10838791,15236536,Biology of Blood and Marrow Transplantation,0
2018,09414355,14337339,Supportive Care in Cancer,0
2018,00121649,NULL,Developmental Psychology,0
2018,00034975,15526259,Annals of Thoracic Surgery,0
2018,13541013,13652486,Global Change Biology,0
2018,14644096,1464410X,BJU International,0
2018,22131779,NULL,JACC: Heart Failure,0
2018,NULL,20479980,Journal of the American Heart Association,1
2018,NULL,20457758,Ecology and Evolution,1
2018,00314005,10984275,Pediatrics,1
2018,10780432,15573265,Clinical Cancer Research,0
2018,10689265,15344681,Annals of Surgical Oncology,0
2018,10559965,NULL,Cancer Epidemiology Biomarkers and Prevention,0
2018,00314005,10984275,Pediatrics,1
2018,NULL,17083087,Ecology and Society,1
2018,19391404,21511535,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,0
2018,01692046,NULL,Landscape and Urban Planning,0
2018,NULL,15300293,Critical care medicine,0
2018,03406717,14321203,Human Genetics,1
2018,0272989X,1552681X,Medical Decision Making,1
2018,01720643,14321971,Pediatric Cardiology,0
2018,10436618,10961186,Pharmacological Research,1
2018,17474930,17474949,International Journal of Stroke,0
2018,15524825,15524833,"American Journal of Medical Genetics, Part A",0
2018,18324274,18392628,Twin Research and Human Genetics,0
2018,01695347,NULL,Trends in Ecology and Evolution,1
2018,24700010,24700029,Physical Review D,1
2018,14346044,14346052,European Physical Journal C,1
2018,11266708,10298479,Journal of High Energy Physics,1
2018,11266708,10298479,Journal of High Energy Physics,1
2018,11266708,10298479,Journal of High Energy Physics,1
2018,11266708,10298479,Journal of High Energy Physics,1
2018,03759474,NULL,Nuclear Physics A,1
2018,08856087,10991085,Hydrological Processes,0
2018,10584838,15376591,Clinical Infectious Diseases,0
2018,00280836,14764687,Nature,1
2018,24700010,24700029,Physical Review D,1
2018,02706474,15292401,Journal of Neuroscience,0
2018,24700010,24700029,Physical Review D,1
2018,08974756,15205002,Chemistry of Materials,0
2018,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,0
2018,NULL,16643224,Frontiers in Immunology,1
2018,NULL,22111247,Cell Reports,1
2018,19360851,1936086X,ACS Nano,0
2018,00987484,15383598,JAMA - Journal of the American Medical Association,0
2018,NULL,24739537,Blood advances,1
2018,00987484,15383598,JAMA - Journal of the American Medical Association,0
2018,NULL,NULL,"2018 2nd URSI Atlantic Radio Science Meeting, AT-RASC 2018",0
