Title,ISSN,Type,EncodedTitle
Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),22538089,Freedom,Revista%20Espa%C3%B1ola%20de%20Medicina%20Nuclear%20e%20Imagen%20Molecular%20%28English%20Edition%29
Revista de Psicodidáctica (English ed.),25303805,Freedom,Revista%20de%20Psicodid%C3%A1ctica%20%28English%20ed.%29
Revista de Psiquiatría y Salud Mental (English Edition),21735050,Freedom,Revista%20de%20Psiquiatr%C3%ADa%20y%20Salud%20Mental%20%28English%20Edition%29
Revue Européenne de Psychologie Appliquée,11629088,Freedom,Revue%20Europ%C3%A9enne%20de%20Psychologie%20Appliqu%C3%A9e
Revue Française d’Allergologie,18770320,Freedom,Revue%20Fran%C3%A7aise%20d%E2%80%99Allergologie
Revue Francophone des Laboratoires,1773035X,Freedom,Revue%20Francophone%20des%20Laboratoires
La Revue de Médecine Interne,02488663,Freedom,La%20Revue%20de%20M%C3%A9decine%20Interne
Revue Neurologique,00353787,Freedom,Revue%20Neurologique
Revue du Rhumatisme,11698330,Freedom,Revue%20du%20Rhumatisme
Revue du Rhumatisme Monographies,18786227,Freedom,Revue%20du%20Rhumatisme%20Monographies
Revue Vétérinaire Clinique,22145672,Freedom,Revue%20V%C3%A9t%C3%A9rinaire%20Clinique
Rhizosphere,24522198,Freedom,Rhizosphere
Russian Literature,03043479,Freedom,Russian%20Literature
Safety Science,09257535,Freedom,Safety%20Science
Scandinavian Journal of Management,09565221,Freedom,Scandinavian%20Journal%20of%20Management
Science Bulletin,20959273,Freedom,Science%20Bulletin
Science & Justice,13550306,Freedom,Science%20%26%20Justice
Science & Sports,07651597,Freedom,Science%20%26%20Sports
Scientia Horticulturae,03044238,Freedom,Scientia%20Horticulturae
Scripta Materialia,13596462,Freedom,Scripta%20Materialia
Seizure,10591311,Freedom,Seizure
Seminars in Colon and Rectal Surgery,10431489,Freedom,Seminars%20in%20Colon%20and%20Rectal%20Surgery
Seminars in Fetal and Neonatal Medicine,1744165X,Freedom,Seminars%20in%20Fetal%20and%20Neonatal%20Medicine
Seminars in Nuclear Medicine,00012998,Freedom,Seminars%20in%20Nuclear%20Medicine
Seminars in Oncology Nursing,07492081,Freedom,Seminars%20in%20Oncology%20Nursing
Seminars in Orthodontics,10738746,Freedom,Seminars%20in%20Orthodontics
Seminars in Pediatric Neurology,10719091,Freedom,Seminars%20in%20Pediatric%20Neurology
Seminars in Pediatric Surgery,10558586,Freedom,Seminars%20in%20Pediatric%20Surgery
Seminars in Roentgenology,0037198X,Freedom,Seminars%20in%20Roentgenology
Seminars in Spine Surgery,10407383,Freedom,Seminars%20in%20Spine%20Surgery
Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,10929126,Freedom,Seminars%20in%20Thoracic%20and%20Cardiovascular%20Surgery%3A%20Pediatric%20Cardiac%20Surgery%20Annual
"Seminars in Ultrasound, CT and MRI",08872171,Freedom,Seminars%20in%20Ultrasound%2C%20CT%20and%20MRI
Seminars in Vascular Surgery,08957967,Freedom,Seminars%20in%20Vascular%20Surgery
Separation and Purification Technology,13835866,Freedom,Separation%20and%20Purification%20Technology
Sexologies,11581360,Freedom,Sexologies
Sexual & Reproductive Healthcare,18775756,Freedom,Sexual%20%26%20Reproductive%20Healthcare
Signal Processing: Image Communication,09235965,Freedom,Signal%20Processing%3A%20Image%20Communication
Simulation Modelling Practice and Theory,1569190X,Freedom,Simulation%20Modelling%20Practice%20and%20Theory
Sleep Health,23527218,Freedom,Sleep%20Health
Sleep Medicine,13899457,Freedom,Sleep%20Medicine
Sleep Medicine Reviews,10870792,Freedom,Sleep%20Medicine%20Reviews
Small Ruminant Research,09214488,Freedom,Small%20Ruminant%20Research
Smart Health,23526483,Freedom,Smart%20Health
Socio-Economic Planning Sciences,00380121,Freedom,Socio-Economic%20Planning%20Sciences
Soil and Tillage Research,01671987,Freedom,Soil%20and%20Tillage%20Research
Solar Energy,0038092X,Freedom,Solar%20Energy
Solar Energy Materials and Solar Cells,09270248,Freedom,Solar%20Energy%20Materials%20and%20Solar%20Cells
Solid State Nuclear Magnetic Resonance,09262040,Freedom,Solid%20State%20Nuclear%20Magnetic%20Resonance
Solid State Sciences,12932558,Freedom,Solid%20State%20Sciences
Space Policy,02659646,Freedom,Space%20Policy
Space Research Today,17529298,Freedom,Space%20Research%20Today
Spanish Journal of Legal Medicine,24454249,Freedom,Spanish%20Journal%20of%20Legal%20Medicine
Spatial and Spatio-temporal Epidemiology,18775845,Freedom,Spatial%20and%20Spatio-temporal%20Epidemiology
Spatial Statistics,22116753,Freedom,Spatial%20Statistics
Spectrochimica Acta Part B: Atomic Spectroscopy,05848547,Freedom,Spectrochimica%20Acta%20Part%20B%3A%20Atomic%20Spectroscopy
Spine Deformity,2212134X,Freedom,Spine%20Deformity
The Spine Journal,15299430,Freedom,The%20Spine%20Journal
Sport Management Review,14413523,Freedom,Sport%20Management%20Review
Sports Orthopaedics and Traumatology,0949328X,Freedom,Sports%20Orthopaedics%20and%20Traumatology
Steroids,0039128X,Freedom,Steroids
Structural Safety,01674730,Freedom,Structural%20Safety
Structures,23520124,Freedom,Structures
Studies in Educational Evaluation,0191491X,Freedom,Studies%20in%20Educational%20Evaluation
Surface and Coatings Technology,02578972,Freedom,Surface%20and%20Coatings%20Technology
Surfaces and Interfaces,24680230,Freedom,Surfaces%20and%20Interfaces
The Surgeon,1479666X,Freedom,The%20Surgeon
Surgery (Oxford),02639319,Freedom,Surgery%20%28Oxford%29
Surgical Oncology,09607404,Freedom,Surgical%20Oncology
Sustainable Chemistry and Pharmacy,23525541,Freedom,Sustainable%20Chemistry%20and%20Pharmacy
Sustainable Cities and Society,22106707,Freedom,Sustainable%20Cities%20and%20Society
Sustainable Computing: Informatics and Systems,22105379,Freedom,Sustainable%20Computing%3A%20Informatics%20and%20Systems
"Sustainable Energy, Grids and Networks",23524677,Freedom,Sustainable%20Energy%2C%20Grids%20and%20Networks
Sustainable Energy Technologies and Assessments,22131388,Freedom,Sustainable%20Energy%20Technologies%20and%20Assessments
Sustainable Materials and Technologies,22149937,Freedom,Sustainable%20Materials%20and%20Technologies
Sustainable Production and Consumption,23525509,Freedom,Sustainable%20Production%20and%20Consumption
Swarm and Evolutionary Computation,22106502,Freedom,Swarm%20and%20Evolutionary%20Computation
Synergy,22137130,Freedom,Synergy
System,0346251X,Freedom,System
Teaching and Learning in Nursing,15573087,Freedom,Teaching%20and%20Learning%20in%20Nursing
Teaching and Teacher Education,0742051X,Freedom,Teaching%20and%20Teacher%20Education
Techniques in Gastrointestinal Endoscopy,10962883,Freedom,Techniques%20in%20Gastrointestinal%20Endoscopy
Techniques in Vascular and Interventional Radiology,10892516,Freedom,Techniques%20in%20Vascular%20and%20Interventional%20Radiology
Technovation,01664972,Freedom,Technovation
Telematics and Informatics,07365853,Freedom,Telematics%20and%20Informatics
Theoretical and Applied Fracture Mechanics,01678442,Freedom,Theoretical%20and%20Applied%20Fracture%20Mechanics
Theriogenology,0093691X,Freedom,Theriogenology
Thermal Science and Engineering Progress,24519049,Freedom,Thermal%20Science%20and%20Engineering%20Progress
Thermochimica Acta,00406031,Freedom,Thermochimica%20Acta
Thin-Walled Structures,02638231,Freedom,Thin-Walled%20Structures
Thinking Skills and Creativity,18711871,Freedom,Thinking%20Skills%20and%20Creativity
Ticks and Tick-borne Diseases,1877959X,Freedom,Ticks%20and%20Tick-borne%20Diseases
Tissue and Cell,00408166,Freedom,Tissue%20and%20Cell
Topics in Companion Animal Medicine,19389736,Freedom,Topics%20in%20Companion%20Animal%20Medicine
Tourism Management,02615177,Freedom,Tourism%20Management
Tourism Management Perspectives,22119736,Freedom,Tourism%20Management%20Perspectives
Toxicology,0300483X,Freedom,Toxicology
Toxicology Letters,03784274,Freedom,Toxicology%20Letters
Toxicology in Vitro,08872333,Freedom,Toxicology%20in%20Vitro
Toxicon,00410101,Freedom,Toxicon
TrAC Trends in Analytical Chemistry,01659936,Freedom,TrAC%20Trends%20in%20Analytical%20Chemistry
Transactions of Nonferrous Metals Society of China,10036326,Freedom,Transactions%20of%20Nonferrous%20Metals%20Society%20of%20China
Transfusion and Apheresis Science,14730502,Freedom,Transfusion%20and%20Apheresis%20Science
Transfusion Clinique et Biologique,12467820,Freedom,Transfusion%20Clinique%20et%20Biologique
Transplantation Reviews,0955470X,Freedom,Transplantation%20Reviews
Transport Policy,0967070X,Freedom,Transport%20Policy
Transportation Geotechnics,22143912,Freedom,Transportation%20Geotechnics
Transportation Research Part A: Policy and Practice,09658564,Freedom,Transportation%20Research%20Part%20A%3A%20Policy%20and%20Practice
Transportation Research Part B: Methodological,01912615,Freedom,Transportation%20Research%20Part%20B%3A%20Methodological
Transportation Research Part C: Emerging Technologies,0968090X,Freedom,Transportation%20Research%20Part%20C%3A%20Emerging%20Technologies
Transportation Research Part D: Transport and Environment,13619209,Freedom,Transportation%20Research%20Part%20D%3A%20Transport%20and%20Environment
Transportation Research Part E: Logistics and Transportation Review,13665545,Freedom,Transportation%20Research%20Part%20E%3A%20Logistics%20and%20Transportation%20Review
Transportation Research Part F: Traffic Psychology and Behaviour,13698478,Freedom,Transportation%20Research%20Part%20F%3A%20Traffic%20Psychology%20and%20Behaviour
Travel Behaviour and Society,2214367X,Freedom,Travel%20Behaviour%20and%20Society
Travel Medicine and Infectious Disease,14778939,Freedom,Travel%20Medicine%20and%20Infectious%20Disease
Trends in Anaesthesia and Critical Care,22108440,Freedom,Trends%20in%20Anaesthesia%20and%20Critical%20Care
Trends in Environmental Analytical Chemistry,22141588,Freedom,Trends%20in%20Environmental%20Analytical%20Chemistry
Trends in Food Science & Technology,09242244,Freedom,Trends%20in%20Food%20Science%20%26%20Technology
Trends in Molecular Medicine,14714914,Freedom,Trends%20in%20Molecular%20Medicine
Trends in Neuroscience and Education,22119493,Freedom,Trends%20in%20Neuroscience%20and%20Education
Trends in Parasitology,14714922,Freedom,Trends%20in%20Parasitology
Tuberculosis,14729792,Freedom,Tuberculosis
Tunnelling and Underground Space Technology,08867798,Freedom,Tunnelling%20and%20Underground%20Space%20Technology
Ultramicroscopy,03043991,Freedom,Ultramicroscopy
Ultrasonics Sonochemistry,13504177,Freedom,Ultrasonics%20Sonochemistry
Urban Climate,22120955,Freedom,Urban%20Climate
Urban Forestry & Urban Greening,16188667,Freedom,Urban%20Forestry%20%26%20Urban%20Greening
Urologic Oncology: Seminars and Original Investigations,10781439,Freedom,Urologic%20Oncology%3A%20Seminars%20and%20Original%20Investigations
Utilities Policy,09571787,Freedom,Utilities%20Policy
Vacunas (English Edition),24451460,Freedom,Vacunas%20%28English%20Edition%29
Vacuum,0042207X,Freedom,Vacuum
Value in Health,10983015,Freedom,Value%20in%20Health
Value in Health Regional Issues,22121099,Freedom,Value%20in%20Health%20Regional%20Issues
Vascular Pharmacology,15371891,Freedom,Vascular%20Pharmacology
Vehicular Communications,22142096,Freedom,Vehicular%20Communications
Veterinary Immunology and Immunopathology,01652427,Freedom,Veterinary%20Immunology%20and%20Immunopathology
The Veterinary Journal,10900233,Freedom,The%20Veterinary%20Journal
Veterinary Microbiology,03781135,Freedom,Veterinary%20Microbiology
Veterinary Parasitology,03044017,Freedom,Veterinary%20Parasitology
Veterinary Parasitology: Regional Studies and Reports,24059390,Freedom,Veterinary%20Parasitology%3A%20Regional%20Studies%20and%20Reports
Virus Research,01681702,Freedom,Virus%20Research
Visual Journal of Emergency Medicine,24054690,Freedom,Visual%20Journal%20of%20Emergency%20Medicine
Waste Management,0956053X,Freedom,Waste%20Management
Water Resources and Economics,22124284,Freedom,Water%20Resources%20and%20Economics
Water Security,24683124,Freedom,Water%20Security
Wave Motion,01652125,Freedom,Wave%20Motion
Wear,00431648,Freedom,Wear
Wilderness & Environmental Medicine,10806032,Freedom,Wilderness%20%26%20Environmental%20Medicine
Women and Birth,18715192,Freedom,Women%20and%20Birth
Women's Health Issues,10493867,Freedom,Women%27s%20Health%20Issues
World Development Perspectives,24522929,Freedom,World%20Development%20Perspectives
World Journal of Acupuncture - Moxibustion,10035257,Freedom,World%20Journal%20of%20Acupuncture%20-%20Moxibustion
World Patent Information,01722190,Freedom,World%20Patent%20Information
World Pumps,02621762,Freedom,World%20Pumps
Wound Medicine,22139095,Freedom,Wound%20Medicine
"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen",18659217,Freedom,Zeitschrift%20f%C3%BCr%20Evidenz%2C%20Fortbildung%20und%20Qualit%C3%A4t%20im%20Gesundheitswesen
Zeitschrift für Medizinische Physik,09393889,Freedom,Zeitschrift%20f%C3%BCr%20Medizinische%20Physik
Zoologischer Anzeiger,00445231,Freedom,Zoologischer%20Anzeiger
Journal of Visual Languages & Computing,1045926X,Freedom,Journal%20of%20Visual%20Languages%20%26%20Computing
The Lancet Neurology,14744422,Freedom,The%20Lancet%20Neurology
The Lancet Infectious Diseases,14733099,Freedom,The%20Lancet%20Infectious%20Diseases
The Lancet Oncology,14702045,Freedom,The%20Lancet%20Oncology
International Journal of Pediatric Otorhinolaryngology Extra,18714048,Freedom,International%20Journal%20of%20Pediatric%20Otorhinolaryngology%20Extra
EnergyChem,25897780,Freedom,EnergyChem
eTransportation,25901168,Freedom,eTransportation
Control Engineering Practice,09670661,Subscribed,Control%20Engineering%20Practice
Automatica,00051098,Subscribed,Automatica
Analytica Chimica Acta,00032670,Subscribed,Analytica%20Chimica%20Acta
Vibrational Spectroscopy,09242031,Subscribed,Vibrational%20Spectroscopy
Colloids and Surfaces A: Physicochemical and Engineering Aspects,09277757,Subscribed,Colloids%20and%20Surfaces%20A%3A%20Physicochemical%20and%20Engineering%20Aspects
Colloids and Surfaces B: Biointerfaces,09277765,Subscribed,Colloids%20and%20Surfaces%20B%3A%20Biointerfaces
Chemical Engineering Journal,13858947,Subscribed,Chemical%20Engineering%20Journal
Biochemical Engineering Journal,1369703X,Subscribed,Biochemical%20Engineering%20Journal
Computer Networks,13891286,Subscribed,Computer%20Networks
Ad Hoc Networks,15708705,Subscribed,Ad%20Hoc%20Networks
Optical Switching and Networking,15734277,Subscribed,Optical%20Switching%20and%20Networking
Journal of Chromatography A,00219673,Subscribed,Journal%20of%20Chromatography%20A
Journal of Chromatography B,15700232,Subscribed,Journal%20of%20Chromatography%20B
Computational and Theoretical Chemistry,2210271X,Subscribed,Computational%20and%20Theoretical%20Chemistry
Journal of Molecular Structure,00222860,Subscribed,Journal%20of%20Molecular%20Structure
Bioelectrochemistry,15675394,Subscribed,Bioelectrochemistry
Journal of Electroanalytical Chemistry,15726657,Subscribed,Journal%20of%20Electroanalytical%20Chemistry
Journal of Photochemistry and Photobiology A: Chemistry,10106030,Subscribed,Journal%20of%20Photochemistry%20and%20Photobiology%20A%3A%20Chemistry
Journal of Photochemistry and Photobiology B: Biology,10111344,Subscribed,Journal%20of%20Photochemistry%20and%20Photobiology%20B%3A%20Biology
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,13895567,Subscribed,Journal%20of%20Photochemistry%20and%20Photobiology%20C%3A%20Photochemistry%20Reviews
Materials Science and Engineering: A,09215093,Subscribed,Materials%20Science%20and%20Engineering%3A%20A
Materials Science and Engineering: B,09215107,Subscribed,Materials%20Science%20and%20Engineering%3A%20B
Materials Science and Engineering: C,09284931,Subscribed,Materials%20Science%20and%20Engineering%3A%20C
Materials Science and Engineering: R: Reports,0927796X,Subscribed,Materials%20Science%20and%20Engineering%3A%20R%3A%20Reports
Physica A: Statistical Mechanics and its Applications,03784371,Subscribed,Physica%20A%3A%20Statistical%20Mechanics%20and%20its%20Applications
Physica B: Condensed Matter,09214526,Subscribed,Physica%20B%3A%20Condensed%20Matter
Physica C: Superconductivity and its Applications,09214534,Subscribed,Physica%20C%3A%20Superconductivity%20and%20its%20Applications
Physica D: Nonlinear Phenomena,01672789,Subscribed,Physica%20D%3A%20Nonlinear%20Phenomena
Physica E: Low-Dimensional Systems and Nanostructures,13869477,Subscribed,Physica%20E%3A%20Low-Dimensional%20Systems%20and%20Nanostructures
Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,13552198,Subscribed,Studies%20in%20History%20and%20Philosophy%20of%20Science%20Part%20B%3A%20Studies%20in%20History%20and%20Philosophy%20of%20Modern%20Physics
Studies in History and Philosophy of Science Part A,00393681,Subscribed,Studies%20in%20History%20and%20Philosophy%20of%20Science%20Part%20A
Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,13698486,Subscribed,Studies%20in%20History%20and%20Philosophy%20of%20Science%20Part%20C%3A%20Studies%20in%20History%20and%20Philosophy%20of%20Biological%20and%20Biomedical%20Sciences
Bioorganic & Medicinal Chemistry,09680896,Subscribed,Bioorganic%20%26%20Medicinal%20Chemistry
Tetrahedron Letters,00404039,Subscribed,Tetrahedron%20Letters
Tetrahedron: Asymmetry,09574166,Subscribed,Tetrahedron%3A%20Asymmetry
Tetrahedron,00404020,Subscribed,Tetrahedron
Bioorganic & Medicinal Chemistry Letters,0960894X,Subscribed,Bioorganic%20%26%20Medicinal%20Chemistry%20Letters
Solid-State Electronics,00381101,Subscribed,Solid-State%20Electronics
Materials Science in Semiconductor Processing,13698001,Subscribed,Materials%20Science%20in%20Semiconductor%20Processing
Science of Computer Programming,01676423,Subscribed,Science%20of%20Computer%20Programming
Theoretical Computer Science,03043975,Subscribed,Theoretical%20Computer%20Science
Sensors and Actuators A: Physical,09244247,Subscribed,Sensors%20and%20Actuators%20A%3A%20Physical
Sensors and Actuators B: Chemical,09254005,Subscribed,Sensors%20and%20Actuators%20B%3A%20Chemical
Organic Electronics,15661199,Subscribed,Organic%20Electronics
Thin Solid Films,00406090,Subscribed,Thin%20Solid%20Films
"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",01689002,Subscribed,Nuclear%20Instruments%20and%20Methods%20in%20Physics%20Research%20Section%20A%3A%20Accelerators%2C%20Spectrometers%2C%20Detectors%20and%20Associated%20Equipment
Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,0168583X,Subscribed,Nuclear%20Instruments%20and%20Methods%20in%20Physics%20Research%20Section%20B%3A%20Beam%20Interactions%20with%20Materials%20and%20Atoms
Applied Surface Science,01694332,Subscribed,Applied%20Surface%20Science
Surface Science,00396028,Subscribed,Surface%20Science
Surface Science Reports,01675729,Subscribed,Surface%20Science%20Reports
Discrete Applied Mathematics,0166218X,Subscribed,Discrete%20Applied%20Mathematics
Discrete Mathematics,0012365X,Subscribed,Discrete%20Mathematics
Nuclear Physics A,03759474,Subscribed,Nuclear%20Physics%20A
Nuclear and Particle Physics Proceedings,24056014,Subscribed,Nuclear%20and%20Particle%20Physics%20Proceedings
Physics Letters A,03759601,Subscribed,Physics%20Letters%20A
Physics Reports,03701573,Subscribed,Physics%20Reports
Deep-Sea Research Part II: Topical Studies in Oceanography,09670645,Subscribed,Deep-Sea%20Research%20Part%20II%3A%20Topical%20Studies%20in%20Oceanography
Deep-Sea Research Part I: Oceanographic Research Papers,09670637,Subscribed,Deep-Sea%20Research%20Part%20I%3A%20Oceanographic%20Research%20Papers
Brain Research,00068993,Subscribed,Brain%20Research
European Journal of Cancer,09598049,Subscribed,European%20Journal%20of%20Cancer
Oral Oncology,13688375,Subscribed,Oral%20Oncology
Ageing Research Reviews,15681637,Subscribed,Ageing%20Research%20Reviews
Mechanisms of Ageing and Development,00476374,Subscribed,Mechanisms%20of%20Ageing%20and%20Development
Gene Expression Patterns,1567133X,Subscribed,Gene%20Expression%20Patterns
Mechanisms of Development,09254773,Subscribed,Mechanisms%20of%20Development
Vision Research,00426989,Subscribed,Vision%20Research
Progress in Retinal and Eye Research,13509462,Subscribed,Progress%20in%20Retinal%20and%20Eye%20Research
Social Science & Medicine,02779536,Subscribed,Social%20Science%20%26%20Medicine
Health & Place,13538292,Subscribed,Health%20%26%20Place
Psychiatry Research,01651781,Subscribed,Psychiatry%20Research
Psychiatry Research: Neuroimaging,09254927,Subscribed,Psychiatry%20Research%3A%20Neuroimaging
"Journal of Obstetric, Gynecologic & Neonatal Nursing",08842175,Subscribed,Journal%20of%20Obstetric%2C%20Gynecologic%20%26%20Neonatal%20Nursing
Nursing for Women's Health,17514851,Subscribed,Nursing%20for%20Women%27s%20Health
The Journal of Sexual Medicine,17436095,Subscribed,The%20Journal%20of%20Sexual%20Medicine
Sexual Medicine Reviews,20500521,Subscribed,Sexual%20Medicine%20Reviews
Acta Materialia,13596454,Subscribed,Acta%20Materialia
Atmospheric Environment,13522310,Subscribed,Atmospheric%20Environment
Calphad,03645916,Subscribed,Calphad
Acta Astronautica,00945765,Subscribed,Acta%20Astronautica
Cement and Concrete Research,00088846,Subscribed,Cement%20and%20Concrete%20Research
Chemosphere,00456535,Subscribed,Chemosphere
Biochemical Systematics and Ecology,03051978,Subscribed,Biochemical%20Systematics%20and%20Ecology
Annals of Tourism Research,01607383,Subscribed,Annals%20of%20Tourism%20Research
Applied Geochemistry,08832927,Subscribed,Applied%20Geochemistry
"Chaos, Solitons & Fractals",09600779,Subscribed,Chaos%2C%20Solitons%20%26%20Fractals
Advances in Water Resources,03091708,Subscribed,Advances%20in%20Water%20Resources
Advanced Engineering Informatics,14740346,Subscribed,Advanced%20Engineering%20Informatics
Biological Conservation,00063207,Subscribed,Biological%20Conservation
Cement and Concrete Composites,09589465,Subscribed,Cement%20and%20Concrete%20Composites
Biosensors and Bioelectronics,09565663,Subscribed,Biosensors%20and%20Bioelectronics
Carbohydrate Research,00086215,Subscribed,Carbohydrate%20Research
Biomaterials,01429612,Subscribed,Biomaterials
Communist and Post-Communist Studies,0967067X,Subscribed,Communist%20and%20Post-Communist%20Studies
Behavioural Processes,03766357,Subscribed,Behavioural%20Processes
Biological Psychology,03010511,Subscribed,Biological%20Psychology
Aquatic Botany,03043770,Subscribed,Aquatic%20Botany
Aquatic Toxicology,0166445X,Subscribed,Aquatic%20Toxicology
Biophysical Chemistry,03014622,Subscribed,Biophysical%20Chemistry
Chemical Physics,03010104,Subscribed,Chemical%20Physics
Chemical Physics Letters,00092614,Subscribed,Chemical%20Physics%20Letters
Astroparticle Physics,09276505,Subscribed,Astroparticle%20Physics
Acta Psychologica,00016918,Subscribed,Acta%20Psychologica
Artificial Intelligence,00043702,Subscribed,Artificial%20Intelligence
Agricultural and Forest Meteorology,01681923,Subscribed,Agricultural%20and%20Forest%20Meteorology
Chemical Geology,00092541,Subscribed,Chemical%20Geology
Coastal Engineering,03783839,Subscribed,Coastal%20Engineering
Communications in Nonlinear Science and Numerical Simulation,10075704,Subscribed,Communications%20in%20Nonlinear%20Science%20and%20Numerical%20Simulation
China Economic Review,1043951X,Subscribed,China%20Economic%20Review
Cognitive Development,08852014,Subscribed,Cognitive%20Development
Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,10956433,Subscribed,Comparative%20Biochemistry%20and%20Physiology%20Part%20A%3A%20Molecular%20%26%20Integrative%20Physiology
Comparative Biochemistry and Physiology Part D: Genomics and Proteomics,1744117X,Subscribed,Comparative%20Biochemistry%20and%20Physiology%20Part%20D%3A%20Genomics%20and%20Proteomics
BioSystems,03032647,Subscribed,BioSystems
Acta Oecologica,1146609X,Subscribed,Acta%20Oecologica
Bulletin des Sciences Mathématiques,00074497,Subscribed,Bulletin%20des%20Sciences%20Math%C3%A9matiques
Comptes Rendus: Geoscience,16310713,Subscribed,Comptes%20Rendus%3A%20Geoscience
Comptes Rendus: Biologies,16310691,Subscribed,Comptes%20Rendus%3A%20Biologies
Atomic Data and Nuclear Data Tables,0092640X,Subscribed,Atomic%20Data%20and%20Nuclear%20Data%20Tables
Annals of Physics,00034916,Subscribed,Annals%20of%20Physics
Bioorganic Chemistry,00452068,Subscribed,Bioorganic%20Chemistry
Cognitive Psychology,00100285,Subscribed,Cognitive%20Psychology
Animal Behaviour,00033472,Subscribed,Animal%20Behaviour
Engineering Failure Analysis,13506307,Subscribed,Engineering%20Failure%20Analysis
Electrochimica Acta,00134686,Subscribed,Electrochimica%20Acta
Corrosion Science,0010938X,Subscribed,Corrosion%20Science
Environmental and Experimental Botany,00988472,Subscribed,Environmental%20and%20Experimental%20Botany
Computers & Mathematics with Applications,08981221,Subscribed,Computers%20%26%20Mathematics%20with%20Applications
"Computers, Environment and Urban Systems",01989715,Subscribed,Computers%2C%20Environment%20and%20Urban%20Systems
Engineering Fracture Mechanics,00137944,Subscribed,Engineering%20Fracture%20Mechanics
"Computer Languages, Systems & Structures",14778424,Subscribed,Computer%20Languages%2C%20Systems%20%26%20Structures
Computers & Structures,00457949,Subscribed,Computers%20%26%20Structures
Computers & Fluids,00457930,Subscribed,Computers%20%26%20Fluids
Computers & Graphics,00978493,Subscribed,Computers%20%26%20Graphics
Computers & Geosciences,00983004,Subscribed,Computers%20%26%20Geosciences
Energy,03605442,Subscribed,Energy
Continental Shelf Research,02784343,Subscribed,Continental%20Shelf%20Research
Economics of Education Review,02727757,Subscribed,Economics%20of%20Education%20Review
Computers and Geotechnics,0266352X,Subscribed,Computers%20and%20Geotechnics
Engineering Analysis with Boundary Elements,09557997,Subscribed,Engineering%20Analysis%20with%20Boundary%20Elements
Environmental Modelling & Software,13648152,Subscribed,Environmental%20Modelling%20%26%20Software
Computers & Security,01674048,Subscribed,Computers%20%26%20Security
Current Opinion in Biotechnology,09581669,Subscribed,Current%20Opinion%20in%20Biotechnology
Current Opinion in Chemical Biology,13675931,Subscribed,Current%20Opinion%20in%20Chemical%20Biology
Current Opinion in Genetics & Development,0959437X,Subscribed,Current%20Opinion%20in%20Genetics%20%26%20Development
Current Opinion in Plant Biology,13695266,Subscribed,Current%20Opinion%20in%20Plant%20Biology
Cryogenics,00112275,Subscribed,Cryogenics
Energy Policy,03014215,Subscribed,Energy%20Policy
Engineering Structures,01410296,Subscribed,Engineering%20Structures
Ecological Economics,09218009,Subscribed,Ecological%20Economics
Ecological Modelling,03043800,Subscribed,Ecological%20Modelling
Desalination,00119164,Subscribed,Desalination
Computer Communications,01403664,Subscribed,Computer%20Communications
Computer Standards & Interfaces,09205489,Subscribed,Computer%20Standards%20%26%20Interfaces
Data & Knowledge Engineering,0169023X,Subscribed,Data%20%26%20Knowledge%20Engineering
Earth and Planetary Science Letters,0012821X,Subscribed,Earth%20and%20Planetary%20Science%20Letters
Earth-Science Reviews,00128252,Subscribed,Earth-Science%20Reviews
Engineering Geology,00137952,Subscribed,Engineering%20Geology
Computational Statistics & Data Analysis,01679473,Subscribed,Computational%20Statistics%20%26%20Data%20Analysis
Economic Systems,09393625,Subscribed,Economic%20Systems
Coordination Chemistry Reviews,00108545,Subscribed,Coordination%20Chemistry%20Reviews
Economics Letters,01651765,Subscribed,Economics%20Letters
Early Childhood Research Quarterly,08852006,Subscribed,Early%20Childhood%20Research%20Quarterly
Comptes Rendus: Mathématique,1631073X,Subscribed,Comptes%20Rendus%3A%20Math%C3%A9matique
Comptes Rendus: Mécanique,16310721,Subscribed,Comptes%20Rendus%3A%20M%C3%A9canique
Consciousness and Cognition,10538100,Subscribed,Consciousness%20and%20Cognition
Computer Vision and Image Understanding,10773142,Subscribed,Computer%20Vision%20and%20Image%20Understanding
Developmental Biology,00121606,Subscribed,Developmental%20Biology
Digital Signal Processing,10512004,Subscribed,Digital%20Signal%20Processing
Computer Speech and Language,08852308,Subscribed,Computer%20Speech%20and%20Language
International Communications in Heat and Mass Transfer,07351933,Subscribed,International%20Communications%20in%20Heat%20and%20Mass%20Transfer
International Journal of Heat and Mass Transfer,00179310,Subscribed,International%20Journal%20of%20Heat%20and%20Mass%20Transfer
Geochimica et Cosmochimica Acta,00167037,Subscribed,Geochimica%20et%20Cosmochimica%20Acta
International Journal of Multiphase Flow,03019322,Subscribed,International%20Journal%20of%20Multiphase%20Flow
